Drug1,Drug2,Cell line,CSS1,CSS2,CSS,S_HSA,S_Bliss,S_Loewe,S_ZIP,S_sum,S_max,S_mean,classs,c_sy,c_ana,c_ad
AZD1775,OXALIPLATIN,LOVO,40.7686,32.0393,36.40395,8.83149904,4.80923761,5.898167415,4.719835606,12.27155,24.21945,24.33775,additive,,,not_ad
AZD1775,OXALIPLATIN,KPL1,12.5279,10.4204,11.47415,0.803764839,-0.931196807,-1.791271024,10.75030606,8.02955,9.15895,9.75185,additive,,,ad
AZD1775,OXALIPLATIN,HT29,30.0366,21.5093,25.77295,13.73661855,10.38955365,11.01006152,35.86156535,10.06075,17.11295,17.91685,Synerg,sy,,
AZD1775,OXALIPLATIN,HT144,13.1807,10.4697,11.8252,4.115779855,1.358697312,2.351935194,11.06225199,9.1137,10.3997,10.46945,additive,,,ad
AZD1775,OXALIPLATIN,HCT116,12.4966,14.766,13.6313,3.689385979,0.655193214,1.107779214,9.845336838,5.2618,7.2509,9.44655,additive,,,ad
AZD1775,OXALIPLATIN,ES2,21.5059,14.765,18.13545,2.591328375,0.637264209,-4.113980146,-2.034119623,4.28625,6.76755,11.21085,additive,,,ad
AZD1775,OXALIPLATIN,EFM192B,23.8975,32.4681,28.1828,6.371269582,3.187258239,2.914598079,8.83796313,13.1069,19.7809,20.64485,additive,,,ad
AZD1775,OXALIPLATIN,DLD1,9.3455,5.5336,7.43955,-1.571823229,-3.37295713,-3.801563181,-8.046524335,3.91885,5.44235,5.6792,additive,,,ad
AZD1775,OXALIPLATIN,COLO320DM,25.2603,17.6909,21.4756,6.396787044,4.390178917,0.016057848,2.807139745,7.5478,10.1773,14.5117,additive,,,ad
AZD1775,OXALIPLATIN,CAOV3,27.6801,31.5631,29.6216,9.770478816,7.247091599,-0.667764887,5.295636556,11.485,15.0027,20.5533,additive,,,ad
AZD1775,OXALIPLATIN,A375,23.8465,14.1858,19.01615,2.718959231,0.723682133,-4.702751576,0.589052173,6.45125,7.86825,12.7337,additive,,,ad
AZD1775,OXALIPLATIN,A2780,37.1399,41.241,39.19045,18.79528717,15.95537992,15.51144316,15.17797466,29.79555,32.90295,34.493,Synerg,sy,,
AZD1775,OXALIPLATIN,A2058,27.5205,20.519,24.01975,5.235111353,3.481511541,-0.461619647,2.696304092,9.38075,11.14985,16.70025,additive,,,ad
AZD1775,MK-8776,ZR751,14.0809,15.0366,14.55875,10.56980864,2.06315499,10.24921291,15.01874348,7.63315,10.70885,11.09595,additive,,,ad
AZD1775,MK-8776,VCAP,35.6986,38.0607,36.87965,23.00928355,20.60079687,17.74599616,27.28677941,31.74075,34.14485,34.3102,Synerg,sy,,
AZD1775,MK-8776,UWB1289BRCA1,37.2074,41.6572,39.4323,10.36305124,7.91324993,8.006881248,9.931452704,14.2284,22.8,26.83035,additive,,,not_ad
AZD1775,MK-8776,UWB1289,43.5978,35.435,39.5164,7.30984164,4.545204465,4.41959199,4.952074285,10.0883,22.3733,24.80235,additive,,,not_ad
AZD1775,MK-8776,UACC62,27.8057,24.014,25.90985,14.34950777,11.37428282,12.27807686,18.28141303,20.25125,22.82485,23.08055,Synerg,sy,,
AZD1775,MK-8776,T47D,0,1.3819,0.69095,5.015560985,4.780007198,2.791627076,5.214389133,0.24705,0.24705,0.469,additive,,,ad
AZD1775,MK-8776,SW837,35.4548,29.5908,32.5228,15.12433858,12.80388615,12.17947552,10.53492096,22.8846,25.4173,27.7037,Synerg,sy,,
AZD1775,MK-8776,SW620,31.8676,26.5059,29.18675,9.545905525,9.434894523,-8.551322937,8.40809459,16.88985,16.88985,23.0383,additive,,,ad
AZD1775,MK-8776,SKOV3,41.7305,42.6497,42.1901,22.40710818,20.45642019,19.19795075,21.51154589,34.5665,37.0071,38.3783,Synerg,sy,,
AZD1775,MK-8776,SKMES1,43.0075,43.2221,43.1148,8.961267632,6.817046672,5.14656634,7.943779611,19.5203,25.8443,31.31755,additive,,,not_ad
AZD1775,MK-8776,SKMEL30,37.7284,41.7727,39.75055,30.20679838,28.03295002,27.7071385,31.18563445,31.87765,34.59535,35.8141,Synerg,sy,,
AZD1775,MK-8776,RPMI7951,37.4269,41.5011,39.464,28.39424795,25.7333102,25.61668646,28.50861821,30.253,32.8514,34.8585,Synerg,sy,,
AZD1775,MK-8776,RKO,37.2139,41.7183,39.4661,22.00485969,20.64702859,18.97221734,19.08734634,27.2842,29.1851,33.37515,Synerg,sy,,
AZD1775,MK-8776,PA1,32.4227,35.5337,33.9782,16.37714425,14.17780872,12.37368897,20.08364897,20.5537,21.7286,27.26595,Synerg,sy,,
AZD1775,MK-8776,OVCAR3,37.355,39.9425,38.64875,19.04245717,16.07927324,14.86794249,14.29922611,25.05885,30.53785,31.8538,Synerg,sy,,
AZD1775,MK-8776,OV90,29.1968,31.0397,30.11825,12.84259929,10.91216933,10.89966862,17.14101897,23.73325,25.08595,26.92575,Synerg,sy,,
AZD1775,MK-8776,OCUBM,39.553,39.2174,39.3852,22.64355032,19.90682631,19.34684708,29.38080361,31.0634,34.1674,35.2243,Synerg,sy,,
AZD1775,MK-8776,NCIH460,16.0479,16.5661,16.307,14.38287882,13.54273106,13.61272255,14.59743918,16.1283,16.213,16.21765,Synerg,not_sy,,
AZD1775,MK-8776,NCIH23,44.6935,43.0982,43.89585,21.47788709,18.61761465,18.13093361,18.02607012,20.94695,32.16145,32.4214,Synerg,sy,,
AZD1775,MK-8776,NCIH2122,39.7299,41.9821,40.856,16.8342674,14.94190572,13.024394,15.61198507,21.5609,29.5993,31.20845,Synerg,sy,,
AZD1775,MK-8776,NCIH1650,35.0257,35.5821,35.3039,17.50675735,14.49756613,12.73962845,14.96080745,22.0109,25.2214,28.6574,Synerg,sy,,
AZD1775,MK-8776,MSTO,45.1882,36.5487,40.86845,20.67093242,18.83745497,16.32065884,19.24866107,28.73605,31.87485,34.80225,Synerg,sy,,
AZD1775,MK-8776,MDAMB436,36.0927,29.2451,32.6689,22.14259918,19.00250015,20.16932422,27.04679476,25.0897,27.4902,28.8793,Synerg,sy,,
AZD1775,MK-8776,LOVO,43.9823,41.429,42.70565,18.82512659,15.73392239,16.28254369,14.3092902,16.41065,28.35855,29.55815,Synerg,sy,,
AZD1775,MK-8776,LNCAP,23.6356,26.3681,25.00185,12.2077446,6.759465561,9.760734602,16.58651716,15.17425,19.69625,20.08805,additive,,,ad
AZD1775,MK-8776,KPL1,22.4496,20.9215,21.68555,8.108102316,3.514730842,6.121790015,23.3772673,14.04595,16.36115,17.86575,additive,,,ad
AZD1775,MK-8776,HT29,41.3762,42.4903,41.93325,27.82550626,24.57820788,22.82194924,26.14481405,30.27755,33.27325,36.1054,Synerg,sy,,
AZD1775,MK-8776,HT144,27.1921,23.9072,25.54965,16.0496271,14.24685403,14.36585324,18.07080873,19.88225,21.30775,22.71595,Synerg,sy,,
AZD1775,MK-8776,HCT116,30.7239,27.5671,29.1455,15.41465367,12.99490401,8.543283175,26.91154737,22.2785,22.7651,25.712,additive,,,ad
AZD1775,MK-8776,ES2,38.7626,42.9619,40.86225,24.72730507,22.42422511,20.80251111,24.11572407,22.16915,29.49435,31.5157,Synerg,sy,,
AZD1775,MK-8776,EFM192B,38.7001,36.5233,37.6117,17.78843583,15.53642972,15.06928947,#N/A,19.9847,28.3866,28.7982,#N/A,,,
AZD1775,MK-8776,DLD1,19.1622,16.034,17.5981,10.3899466,8.794161939,6.870189592,9.434294395,15.3078,16.0746,16.45295,additive,,,ad
AZD1775,MK-8776,COLO320DM,32.7763,36.9937,34.885,16.17887487,14.29378618,11.09032306,15.16297367,20.7142,23.5867,27.7996,Synerg,sy,,
AZD1775,MK-8776,CAOV3,26.5556,35.4412,30.9984,8.572670247,3.096087888,-0.962627129,1.991834889,4.9624,16.3795,17.9804,additive,,,ad
AZD1775,MK-8776,A427,43.7328,42.9712,43.352,20.9141385,18.20548764,13.60355416,17.3024478,22.4443,29.2682,32.89815,Synerg,sy,,
AZD1775,MK-8776,A375,35.6242,39.9063,37.76525,23.41324574,20.71161684,18.82273183,30.22418516,23.74875,26.61735,30.757,Synerg,sy,,
AZD1775,MK-8776,A2780,37.634,40.9012,39.2676,25.71828962,24.13078085,19.23691764,45.89451711,34.9289,36.1602,37.09825,Synerg,sy,,
AZD1775,MK-8776,A2058,44.0053,40.8235,42.4144,24.45958536,22.65996901,20.57140231,21.66931497,25.6231,29.5445,34.01875,Synerg,sy,,
AZD1775,MK-8669,ZR751,19.8019,18.232,19.01695,3.339667217,-1.571713874,-5.234491622,5.459328703,5.88555,9.73545,12.45125,additive,,,ad
AZD1775,MK-8669,VCAP,10.5158,11.5002,11.008,4.030096789,2.828085424,3.251677863,5.382850973,7.6035,8.2732,9.30575,additive,,,ad
AZD1775,MK-8669,UWB1289BRCA1,33.0243,33.9681,33.4962,14.39509383,13.54863955,14.03986289,15.44190418,22.301,24.9246,27.8986,Synerg,sy,,
AZD1775,MK-8669,UWB1289,32.5026,35.2022,33.8524,3.923004136,1.737134582,3.171072856,4.456235507,15.9418,21.5674,24.8971,additive,,,ad
AZD1775,MK-8669,UACC62,24.5938,17.94,21.2669,7.942151499,4.450722562,6.951579652,10.8245263,14.9471,17.5207,18.107,additive,,,ad
AZD1775,MK-8669,T47D,17.205,16.311,16.758,9.548341887,7.524083819,8.253900266,16.44297012,14.0136,14.4575,15.3858,additive,,,ad
AZD1775,MK-8669,SW837,23.5408,19.8484,21.6946,11.37124031,10.06101228,10.64300547,8.200605247,19.0363,19.1619,20.36545,additive,,,ad
AZD1775,MK-8669,SW620,27.6762,17.7719,22.72405,6.110786496,3.381816232,5.016040349,8.205973796,7.49725,10.42715,15.11065,additive,,,ad
AZD1775,MK-8669,SKOV3,31.9408,22.4098,27.1753,14.14704263,10.15904837,13.05652755,20.13474596,19.8496,22.2902,23.51245,Synerg,sy,,
AZD1775,MK-8669,SKMEL30,25.3523,15.4216,20.38695,8.662333595,6.793661817,7.84648094,9.701825351,16.23345,17.66925,18.3102,additive,,,ad
AZD1775,MK-8669,RPMI7951,32.5429,28.3956,30.46925,12.81847633,11.74356973,11.59495744,8.418847849,16.58705,19.18545,23.52815,additive,,,ad
AZD1775,MK-8669,RKO,22.7287,22.242,22.48535,13.14697813,11.25204848,12.13160492,9.471636179,18.99995,20.58445,20.74265,additive,,,ad
AZD1775,MK-8669,PA1,21.2223,21.2416,21.23195,7.411972231,5.634689351,6.63022683,3.762851026,7.41495,8.98235,14.32345,additive,,,ad
AZD1775,MK-8669,OVCAR3,28.7846,20.1987,24.49165,7.049770067,5.555410238,5.938975496,0.676366311,16.70425,19.01265,20.59795,additive,,,ad
AZD1775,MK-8669,OV90,22.9395,20.5454,21.74245,6.311995852,5.100909516,3.773318212,6.114895461,10.83505,12.18775,16.28875,additive,,,ad
AZD1775,MK-8669,OCUBM,32.8475,27.4777,30.1626,13.89753408,10.57574399,11.45905885,9.461170495,18.6113,21.7153,24.38695,additive,,,ad
AZD1775,MK-8669,NCIH520,22.1912,26.2276,24.2094,11.31249268,9.202980179,9.65629208,12.86825031,17.5151,18.8569,20.86225,additive,,,ad
AZD1775,MK-8669,NCIH460,7.3949,7.3195,7.3572,5.80928523,4.649618462,5.755014822,2.475365822,7.2725,7.2725,7.31485,additive,,,ad
AZD1775,MK-8669,NCIH23,36.0627,29.6331,32.8479,17.8534469,13.39890381,16.85073095,20.21309426,16.4933,21.6334,24.6706,Synerg,sy,,
AZD1775,MK-8669,NCIH2122,17.7209,14.9138,16.31735,7.389780089,6.304085702,6.84788334,6.459744035,4.96395,5.06065,10.64065,additive,,,ad
AZD1775,MK-8669,NCIH1650,22.4676,16.3879,19.42775,6.062487749,3.773188006,5.168792158,-0.739969612,5.91465,9.34525,12.6712,additive,,,ad
AZD1775,MK-8669,MSTO,35.0792,30.9921,33.03565,12.33696131,10.3018823,10.49956769,18.50644277,26.86685,29.89685,29.95125,Synerg,sy,,
AZD1775,MK-8669,MDAMB436,21.6773,16.9518,19.31455,7.306018643,2.600721699,6.112956603,20.33239465,11.81465,14.21515,15.5646,additive,,,ad
AZD1775,MK-8669,LOVO,38.8703,30.6495,34.7599,18.71065586,14.43969903,17.52325824,23.36569357,15.9494,22.812,25.35465,Synerg,sy,,
AZD1775,MK-8669,LNCAP,23.224,25.5702,24.3971,11.49516593,7.321799975,9.405384114,5.1291706,11.8965,16.4185,18.1468,additive,,,ad
AZD1775,MK-8669,KPL1,22.5461,24.4161,23.4811,10.71349511,8.512091571,8.935279611,21.83089807,18.0101,20.3253,20.7456,additive,,,ad
AZD1775,MK-8669,HT29,27.4051,19.1936,23.29935,15.51966729,11.86210588,14.67337801,30.01833712,11.22105,14.63935,17.2602,Synerg,sy,,
AZD1775,MK-8669,HT144,14.3727,9.2283,11.8005,6.631448763,4.35464594,6.105751371,14.04941235,9.2536,10.375,10.52705,additive,,,ad
AZD1775,MK-8669,HCT116,3.9321,5.8838,4.90795,-2.690865194,-3.163390611,-2.854253033,5.983062424,-1.47245,-1.47245,1.71775,additive,,,ad
AZD1775,MK-8669,EFM192B,22.6684,18.8498,20.7591,8.940829391,6.03997026,7.102200953,4.282229722,5.3417,12.3572,13.0504,additive,,,ad
AZD1775,MK-8669,DLD1,20.3856,20.6699,20.52775,11.71176433,9.858419868,10.82592628,11.17806211,17.42635,18.94985,18.97705,additive,,,ad
AZD1775,MK-8669,COLO320DM,21.3641,16.3374,18.85075,6.947664425,6.06909565,6.348455081,5.656205336,7.55245,7.55245,13.2016,additive,,,ad
AZD1775,MK-8669,CAOV3,28.7716,30.7643,29.76795,10.05479452,6.40130688,9.374492484,9.596978291,10.98375,15.14905,20.37585,additive,,,ad
AZD1775,MK-8669,A375,31.3536,23.3114,27.3325,9.003382215,8.151486994,8.577963441,10.10963216,16.1355,16.1846,21.734,additive,,,ad
AZD1775,MK-8669,A2780,37.0891,33.8126,35.45085,18.85507649,16.09365893,16.48469561,14.35266459,24.03315,27.14055,29.742,Synerg,sy,,
AZD1775,MK-8669,A2058,33.8087,28.8685,31.3386,13.01322307,11.38596859,12.03142847,9.271211668,16.2967,18.4687,23.81765,additive,,,ad
AZD1775,MK-5108,ZR751,6.9153,13.2253,10.0703,-0.996678988,-5.927584702,-1.341707382,7.45521306,3.5841,6.2204,6.8272,additive,,,ad
AZD1775,MK-5108,VCAP,15.3322,14.3376,14.8349,5.94453618,3.981751381,0.877927841,4.979722123,9.7998,12.1001,12.31735,additive,,,ad
AZD1775,MK-5108,UWB1289BRCA1,32.0826,36.5151,34.29885,17.38538625,14.86744064,9.205974216,18.97199067,23.25455,25.72725,28.7767,additive,,,ad
AZD1775,MK-5108,UWB1289,32.5682,35.2883,33.92825,5.338561996,2.371027725,-2.191556229,1.021095917,15.25875,21.64325,24.5935,additive,,,ad
AZD1775,MK-5108,UACC62,19.7868,17.7266,18.7567,7.223553849,5.227538858,5.081368898,7.437386631,14.7384,16.1831,16.74755,additive,,,ad
AZD1775,MK-5108,T47D,4.6692,8.9304,6.7998,7.039430854,4.824193079,5.937194732,9.67316617,6.0883,6.3559,6.44405,additive,,,ad
AZD1775,MK-5108,SW837,18.4103,14.8179,16.6141,8.088280148,7.65759958,2.630378962,6.263480489,14.0814,14.0814,15.34775,additive,,,ad
AZD1775,MK-5108,SW620,23.9407,22.4832,23.21195,3.809054693,1.68200374,-5.364796309,6.46374108,8.44315,10.91505,15.82755,additive,,,ad
AZD1775,MK-5108,SKOV3,22.7088,18.3668,20.5378,12.04972545,11.04162883,6.453081297,10.60195455,17.8253,18.0972,19.18155,additive,,,ad
AZD1775,MK-5108,SKMES1,37.5163,33.2442,35.38025,4.038409619,1.259288305,0.115289203,2.104862,23.37335,29.05625,29.3768,additive,,,not_ad
AZD1775,MK-5108,SKMEL30,18.8467,14.2066,16.52665,4.175743569,2.319487643,-4.024771834,5.59491711,12.69105,13.80895,14.60885,additive,,,ad
AZD1775,MK-5108,RPMI7951,20.3485,22.7536,21.55105,6.213771196,3.861680306,2.558812984,3.394694728,14.93845,17.53685,18.24475,additive,,,ad
AZD1775,MK-5108,RKO,4.2536,6.4903,5.37195,1.367860114,0.97323478,-4.7365468,1.074467447,3.47105,3.47105,4.4215,additive,,,ad
AZD1775,MK-5108,PA1,39.5995,35.1401,37.3698,14.44248788,13.04329423,10.59470221,12.67337593,16.2079,25.1202,26.78885,Synerg,sy,,
AZD1775,MK-5108,OVCAR3,23.2716,18.2766,20.7741,3.877007372,2.129911975,-2.535190441,2.882463537,14.0134,15.2951,17.39375,additive,,,ad
AZD1775,MK-5108,OV90,2.6226,3.5625,3.09255,0.462054132,-0.925791393,-3.317409725,3.201790603,1.73985,1.73985,2.4162,additive,,,ad
AZD1775,MK-5108,OCUBM,28.6158,19.8512,24.2335,7.487340714,4.690870226,4.303043714,13.10441209,13.7742,16.8782,19.00385,additive,,,ad
AZD1775,MK-5108,NCIH520,21.4985,13.0328,17.26565,6.928479077,5.239408535,3.788773325,8.12307524,9.95385,11.29565,13.60975,additive,,,ad
AZD1775,MK-5108,NCIH460,13.171,22.6983,17.93465,1.669279943,1.367113581,-0.537510726,1.839361483,12.37665,12.46135,15.15565,additive,,,ad
AZD1775,MK-5108,NCIH1650,16.2872,12.5487,14.41795,3.191043585,1.358595608,-4.878600354,2.151517947,4.08925,4.33545,9.2536,additive,,,ad
AZD1775,MK-5108,MSTO,28.2821,21.7342,25.00815,11.08677084,8.483448119,7.919602162,18.26608618,20.05685,21.86935,22.5325,additive,,,ad
AZD1775,MK-5108,MDAMB436,14.3559,11.3896,12.87275,4.084143265,1.882927777,1.938768199,13.12024693,9.70315,10.47225,11.28795,additive,,,ad
AZD1775,MK-5108,LOVO,38.7703,31.85,35.31015,18.89747905,13.69724508,16.34035982,26.14917727,17.40485,23.36225,26.3575,Synerg,sy,,
AZD1775,MK-5108,LNCAP,20.1492,23.8162,21.9827,9.632923445,5.36959669,6.80585443,3.706634907,10.9303,15.4523,16.4565,additive,,,ad
AZD1775,MK-5108,KPL1,19.9678,15.1686,17.5682,7.011463634,3.324404651,5.425200552,19.7118437,13.18,15.253,15.3741,additive,,,ad
AZD1775,MK-5108,HT29,15.2181,13.6195,14.4188,9.553181262,8.081249313,1.715983201,18.65685558,5.0937,5.7588,9.75625,additive,,,ad
AZD1775,MK-5108,HT144,9.9486,7.7352,8.8419,3.385988343,1.877246128,1.616468695,8.407982135,6.7046,7.4164,7.77325,additive,,,ad
AZD1775,MK-5108,HCT116,19.1436,28.7379,23.94075,7.099081704,2.80961476,5.163777168,19.94085134,14.84005,17.56035,19.3904,additive,,,ad
AZD1775,MK-5108,ES2,16.1869,10.3221,13.2545,3.160720639,1.989795624,-6.93340744,3.275119058,1.5551,1.8866,7.4048,additive,,,ad
AZD1775,MK-5108,EFM192B,15.1306,16.562,15.8463,5.122041183,2.726693291,0.720023584,4.010358865,5.6573,7.4444,10.7518,additive,,,ad
AZD1775,MK-5108,DLD1,11.0185,9.0279,10.0232,4.195095316,3.277764905,0.757607242,0.403305304,8.352,8.4997,9.1876,additive,,,ad
AZD1775,MK-5108,COLO320DM,23.5992,26.8448,25.222,7.722038093,5.847973495,2.979023158,5.444097208,10.8821,13.9237,18.05205,additive,,,ad
AZD1775,MK-5108,CAOV3,25.2499,28.718,26.98395,6.561115119,4.696015339,2.501809255,3.558318119,9.41125,12.36505,18.1976,additive,,,ad
AZD1775,MK-5108,A427,34.2959,35.7957,35.0458,7.960771501,5.007483266,2.930683333,5.361026921,14.8941,20.962,24.96995,additive,,,not_ad
AZD1775,MK-5108,A375,13.1293,7.9341,10.5317,-2.233909733,-2.222911672,-18.11985611,-0.719122358,-0.6162,-0.6162,4.95775,additive,,,ad
AZD1775,MK-5108,A2780,31.9365,33.494,32.71525,12.34074149,9.712864062,8.717829718,18.95975541,24.37145,27.47885,28.54335,additive,,,ad
AZD1775,MK-5108,A2058,24.4111,15.3668,19.88895,3.651993554,1.864160142,-1.765382391,3.012314686,4.84995,7.01905,12.36945,additive,,,ad
AZD1775,MK-4827,ZR751,11.9429,8.0066,9.97475,5.371054389,-1.031768677,5.143655889,3.972808691,4.14135,6.12485,7.05805,additive,,,ad
AZD1775,MK-4827,VCAP,15.048,14.3937,14.72085,7.45372473,6.01268788,3.184287785,4.636497093,10.93305,11.98605,12.82695,additive,,,ad
AZD1775,MK-4827,UWB1289BRCA1,23.3455,28.0394,25.69245,6.462053175,7.788227379,-12.97496317,8.243079595,15.55825,17.12085,20.62535,additive,,,ad
AZD1775,MK-4827,UWB1289,29.3882,32.4993,30.94375,1.583627005,-1.437527185,-7.219911211,-3.292254432,11.17735,18.65875,21.06055,additive,,,ad
AZD1775,MK-4827,UACC62,16.2372,14.2078,15.2225,7.585034273,5.802288519,4.058347621,6.925269237,12.6489,12.6489,13.9357,additive,,,ad
AZD1775,MK-4827,T47D,9.3971,9.6308,9.51395,7.232822433,5.172261201,6.234892723,6.67649127,8.13325,8.57715,8.8236,additive,,,ad
AZD1775,MK-4827,SW837,22.938,19.6803,21.30915,11.20225829,8.360400159,8.164105557,14.93691921,15.79985,18.33255,18.5545,additive,,,ad
AZD1775,MK-4827,SW620,30.4912,32.1643,31.32775,9.103272087,6.12687484,3.856208077,5.03875597,12.53825,19.03085,21.933,additive,,,ad
AZD1775,MK-4827,SKOV3,13.7704,8.1762,10.9733,4.131301584,2.800795272,-5.696346243,3.616684986,8.5327,8.5327,9.753,additive,,,ad
AZD1775,MK-4827,SKMES1,32.2494,24.543,28.3962,6.167878828,4.740089518,0.518289274,5.943712831,21.0624,22.0722,24.7293,additive,,,ad
AZD1775,MK-4827,SKMEL30,24.7052,19.9251,22.31515,11.52995942,9.936802092,7.88393206,14.58159065,18.33125,19.59745,20.3232,additive,,,ad
AZD1775,MK-4827,RPMI7951,25.4804,18.3744,21.9274,11.35863771,10.14708751,4.041127469,9.899501644,18.7057,19.329,20.31655,additive,,,ad
AZD1775,MK-4827,RKO,20.1526,23.1995,21.67605,13.00517578,10.83213923,10.12611423,8.367833441,16.37305,18.27395,19.02455,additive,,,ad
AZD1775,MK-4827,PA1,35.0706,40.5976,37.8341,13.62353993,11.648934,8.979545064,11.14173121,17.9261,25.5845,27.8801,additive,,,not_ad
AZD1775,MK-4827,OVCAR3,36.2805,37.3158,36.79815,16.39685854,15.28176909,9.596801532,17.58801974,31.31915,31.31915,34.05865,additive,,,not_ad
AZD1775,MK-4827,OV90,6.6251,5.9267,6.2759,3.175126131,1.516199001,0.945691445,6.474685851,4.1342,4.9232,5.20505,additive,,,ad
AZD1775,MK-4827,OCUBM,33.848,38.7265,36.28725,27.3314083,24.56552155,24.23268455,36.54554816,29.56215,32.66615,32.9247,Synerg,sy,,
AZD1775,MK-4827,NCIH520,14.5964,21.114,17.8552,6.007833847,3.921625529,3.735754521,10.37403525,11.8879,13.2297,14.87155,additive,,,ad
AZD1775,MK-4827,NCIH460,6.2027,5.9597,6.0812,8.616392664,7.781951392,7.978474039,1.569868619,5.9965,5.9965,6.03885,additive,,,ad
AZD1775,MK-4827,NCIH23,40.342,31.3164,35.8292,18.95027192,17.19337152,13.18989742,17.48982101,21.93,24.6147,28.8796,Synerg,sy,,
AZD1775,MK-4827,NCIH2122,21.1603,23.0947,22.1275,16.71823638,15.60550765,2.318258339,17.92313622,10.5249,10.8708,16.3262,additive,,,ad
AZD1775,MK-4827,NCIH1650,19.6276,12.5664,16.097,3.375505506,2.520978966,-16.7661013,1.859122073,6.0145,6.0145,11.05575,additive,,,ad
AZD1775,MK-4827,MSTO,18.2755,18.9136,18.59455,-0.557847163,-3.026274918,-4.751426994,-1.086248798,9.70105,12.83985,14.1478,additive,,,ad
AZD1775,MK-4827,MDAMB436,24.0929,22.9854,23.53915,8.655258982,6.089336278,7.025710415,28.13257221,12.96965,15.37015,18.2544,additive,,,ad
AZD1775,MK-4827,LOVO,36.0963,29.0956,32.59595,19.7151223,16.46242518,11.27730443,22.05435423,16.50105,20.64805,24.5485,Synerg,sy,,
AZD1775,MK-4827,LNCAP,20.0728,21.3401,20.70645,8.578927703,4.278857519,6.090990303,2.39081614,8.97905,13.50105,14.84275,additive,,,ad
AZD1775,MK-4827,KPL1,15.7743,13.7781,14.7762,3.294530031,-0.743883232,1.288784908,9.05948657,8.4725,10.7877,11.62435,additive,,,ad
AZD1775,MK-4827,HT29,22.9986,18.6937,20.84615,16.25033941,15.24673651,10.94535124,29.53580212,11.64615,12.18615,16.24615,Synerg,sy,,
AZD1775,MK-4827,HT144,10.8991,12.0653,11.4822,4.856244689,2.674835994,3.350154964,8.145132021,8.8562,10.0567,10.1692,additive,,,ad
AZD1775,MK-4827,HCT116,14.3943,23.6795,19.0369,1.496784532,-1.457638622,-0.953036524,7.568486967,8.2236,12.6565,13.63025,additive,,,ad
AZD1775,MK-4827,ES2,19.3922,17.4904,18.4413,1.715325471,-0.327180167,-2.703068468,-1.634050088,3.379,7.0734,10.91015,additive,,,ad
AZD1775,MK-4827,EFM192B,13.4027,7.8822,10.64245,5.447103058,3.637650851,-4.706307077,11.23558133,2.24055,2.24055,6.4415,additive,,,ad
AZD1775,MK-4827,DLD1,4.2051,1.747,2.97605,1.653933149,0.798945441,-0.394382299,-2.084459127,1.25295,1.45255,2.1145,additive,,,ad
AZD1775,MK-4827,COLO320DM,21.7532,16.7923,19.27275,6.577574452,5.140097703,1.893376725,3.730500187,6.77045,7.97445,13.0216,additive,,,ad
AZD1775,MK-4827,CAOV3,32.4031,36.7828,34.59295,5.563470085,3.616807358,1.948306064,2.7479699,12.19975,19.97405,23.39635,additive,,,ad
AZD1775,MK-4827,A427,26.5861,18.4582,22.52215,6.378622781,4.446624615,-2.761095344,5.219356028,7.63315,8.43835,15.07765,additive,,,ad
AZD1775,MK-4827,A375,31.0751,32.0494,31.56225,10.9623346,8.158804255,6.877507162,7.469916902,14.79525,20.41435,23.17875,additive,,,ad
AZD1775,MK-4827,A2780,35.8345,38.6068,37.22065,18.80463029,16.02841473,15.89899936,16.06518157,26.64685,29.75425,31.93375,Synerg,sy,,
AZD1775,MK-4827,A2058,35.0981,40.6048,37.85145,14.37741983,12.42997047,10.55192986,10.30888343,11.86215,24.73205,24.8568,Synerg,sy,,
AZD1775,MK-2206,ZR751,24.235,21.3045,22.76975,1.489975451,-0.868367654,#N/A,0.824250317,2.35755,6.20745,12.56365,#N/A,,,
AZD1775,MK-2206,VCAP,22.518,15.7301,19.12405,5.828773588,4.039835515,1.801544597,2.456903005,7.38755,10.12235,13.2558,additive,,,ad
AZD1775,MK-2206,UWB1289BRCA1,27.305,31.6629,29.48395,12.46810828,12.8857097,4.284864822,13.79817011,18.90055,20.91235,24.19225,additive,,,ad
AZD1775,MK-2206,UWB1289,30.2094,35.0478,32.6286,3.404350417,3.498930393,-2.859733871,3.184410087,16.9426,20.3436,24.7856,additive,,,ad
AZD1775,MK-2206,UACC62,21.8389,14.5651,18.202,6.073946218,1.940903736,4.227745015,9.187392357,10.1944,12.768,14.1982,additive,,,ad
AZD1775,MK-2206,T47D,26.6861,22.9845,24.8353,6.209403379,8.338847828,5.225998602,4.469698244,12.1822,12.6261,18.50875,additive,,,ad
AZD1775,MK-2206,SW837,23.5332,18.394,20.9636,9.354504117,7.239063045,6.906224073,9.362688175,11.7758,14.3085,16.3697,additive,,,ad
AZD1775,MK-2206,SW620,22.8371,14.1368,18.48695,3.114292954,0.374292237,-4.450626859,2.613740517,5.35635,6.19005,11.92165,additive,,,ad
AZD1775,MK-2206,SKOV3,28.578,27.2094,27.8937,13.75507513,11.45007907,11.25563497,10.36165478,22.184,24.6246,25.03885,Synerg,sy,,
AZD1775,MK-2206,SKMEL30,13.4891,9.9257,11.7074,2.713958599,1.72041193,-4.56215964,2.65421496,8.9897,8.9897,10.34855,additive,,,ad
